Kategorie,ArtikelNr,Bezeichnung,Hersteller,Land,Qualitaet,Gebinde,PreisInklMwst,EntMwst,MwstSatz
Getränke Alkohol,38929,Sauvignon blanc BIOLAND QW 2022,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",70.5575,10.431,19
Getränke Alkohol,38930,Chardonnay BIOLAND QW 2022,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",70.5575,10.431,19
Getränke Alkohol,38932,Pinot noir BIOLAND QW 2020,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",59.7618,8.835,19
Getränke Alkohol,38933,Pinot rosé BIOLAND QW 2022,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",55.1351,8.151,19
Getränke Alkohol,38938,Sekt Pinot-Chardonnay brut BIOLAND,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",79.0398,11.685,19
Getränke Alkohol,38955,Urschrei rot Rheinhessen Lorenz QW 2021,Weingut Lorenz,Deutschland,Ecovin             ,"6x0,75l",40.4838,5.985,19
Getränke Alkohol,38956,Kopfstand weiß Rheinhessen Lorenz QW 2023,Weingut Lorenz,Deutschland,Ecovin             ,"6x0,75l",40.4838,5.985,19
Getränke Alkohol,530041,Härle Natur Pils BIOLAND,Brauerei Clemens Härle,Deutschland,Bioland,"11x0,33l",11.5925,1.7138,19
Getränke Alkohol,530042,Härle NaturRadler,Brauerei Clemens Härle,Deutschland,100% Biozutaten,"11x0,33l",11.5925,1.7138,19
Getränke Alkohol,530060,Fidelio naturtrüb BIOLAND - Bügelverschluss,Brauerei Clemens Härle,Regional,Bioland,"18x0,33l",22.2083,3.2832,19
Getränke Alkohol,530065,Lager hell BIOLAND,Brauerei Clemens Härle,Regional,Bioland,"20x0,5l",22.6195,3.344,19
Getränke Alkohol,530082,Clemens Weißbier BIOLAND,Brauerei Clemens Härle,Regional,Bioland,"20x0,5l",22.6195,3.344,19
Getränke Alkohol,530083,Lager hell BIOLAND,Brauerei Clemens Härle,Regional,Bioland,"20x0,33l",19.535,2.888,19
Getränke Alkohol,530538,Lammsbräu NaturRadler alkoholfrei BIOLAND,Neumarkter,Bayern,Bioland,"10x0,33l",10.2816,1.52,19
Getränke Alkohol,530544,Heinz vom Stein alkoholfreies Zwickel-Lagerbier,Schloßbrauerei Stein,Bayern,Naturland          ,"20x0,5l",21.3343,3.154,19
Getränke Alkohol,530549,Riedenburger Dolden Sud IPA BIOLAND,Riedenburger,Bayern,Bioland,"10x0,33l",14.7798,2.185,19
Getränke Alkohol,530558,Riedenburger Keller Pils,Riedenburger,Bayern,Bioland,"10x0,33l",10.6672,1.577,19
Getränke Alkohol,530602,Riedenburger Dolden Sommer Sud BIOLAND,Riedenburger,Bayern,Bioland,"10x0,33l",14.7798,2.185,19
Getränke Alkohol,530603,Riedenburger Dolden Dark Porter BIOLAND,Riedenburger,Bayern,Bioland,"10x0,33l",14.7798,2.185,19
Getränke Alkohol,530607,Lammsbräu Dunkel alkoholfrei NATURLAND,Neumarkter,Bayern,Naturland          ,"10x0,33l",8.9964,1.33,19
Getränke Alkohol,530654,"Riedenburger Dolden Bock 7,9% Vol. BIOLAND",Riedenburger,Bayern,Bioland,"10x0,33l",17.3502,2.565,19
Getränke Alkohol,530656,Lammsbräu EdelHell BIOLAND,Neumarkter,Bayern,Bioland,"10x0,33l",10.2816,1.52,19
Getränke Alkohol,530658,Riedenburger Dolden Null IPA alkoholfrei BIOLAND,Riedenburger,Bayern,Bioland,"10x0,33l",14.7798,2.185,19
Getränke Alkohol,530659,Isar Craftbier hopfengestopftes Helles BIOLAND,Isar Craft Bier,Bayern,Bioland,"10x0,33l",13.4946,1.995,19
Getränke Alkohol,530664,Riedenburger Dolden hell BIOLAND,Riedenburger,Bayern,Bioland,"10x0,33l",14.7798,2.185,19
Getränke Alkohol,530667,Riedenburger Natur Radler BIOLAND,Riedenburger,Bayern,Bioland,"10x0,5l",12.7235,1.881,19
Getränke Alkohol,530669,"Lammsbräu Leichtes Helles 3,4%Vol. BIOKREIS",Neumarkter,Bayern,Biokreis           ,"10x0,5l",13.109,1.938,19
Getränke Alkohol,530675,Lammsbräu Zwickl BIOLAND,Neumarkter,Bayern,Bioland,"10x0,5l",13.109,1.938,19
Getränke Alkohol,530676,Lammsbräu alkoholfrei NATURLAND,Neumarkter,Bayern,Naturland          ,"10x0,5l",13.109,1.938,19
Getränke Alkohol,530677,Lammsbräu Weiße & Grapefruit alkoholfrei BIOLAND,Neumarkter,Diverse,Bioland,"10x0,33l",10.2816,1.52,19
Getränke Alkohol,530680,Lammsbräu alkoholfrei & Hollerblüte BIOLAND,Neumarkter,Diverse,Bioland,"10x0,33l",10.2816,1.52,19
Getränke Alkohol,530683,Lammsbräu Dunkel&Pure Zitrone alkoholfrei NATURLA,Neumarkter,Bayern,Naturland          ,"10x0,33l",10.2816,1.52,19
Getränke Alkohol,530684,"Lammsbräu NaturRadler 2,5%Vol. NATURLAND",Neumarkter,Bayern,Naturland          ,"10x0,33l",10.2816,1.52,19
Getränke Alkohol,530688,Riedenburger Alkoholfrei fein Hopfig BIOLAND,Riedenburger,Bayern,Bioland,"10x0,33l",10.6672,1.577,19
Getränke Alkohol,530690,Lammsbräu Naturtrüb alkoholfrei NATURLAND,Neumarkter,Bayern,Naturland          ,"10x0,5l",13.109,1.938,19
Getränke Alkohol,530691,Riedenburger Natur Radler alkoholfrei BIOLAND,Riedenburger,Bayern,Bioland,"10x0,5l",12.7235,1.881,19
Getränke Alkohol,530694,Lammsbräu Hell alkoholfrei BIOKREIS,Neumarkter,Bayern,Biokreis           ,"10x0,5l",12.0809,1.786,19
Getränke Alkohol,530695,Lammsbräu glutenfrei Zitrone alkoholfrei NATURLAND,Neumarkter,Bayern,Naturland          ,"10x0,33l",12.4664,1.843,19
Getränke Alkohol,530821,Wolfscraft Das Helle,Wolfscraft,Deutschland,100% Biozutaten,"24x0,33l",32.6955,4.8336,19
Getränke Alkohol,530824,"Wolfscraft Brutal alkoholfrei 0,4%Vol.",Wolfscraft,Deutschland,100% Biozutaten,"24x0,33l",32.6955,4.8336,19
Getränke Alkohol,530860,Schleicher Natural Helles Bier DEMETER glutenfrei,Traditionsbrauerei Schleicher,Deutschland,Demeter (Deutschland),"20x0,5l",29.5596,4.37,19
Getränke Alkohol,530861,Schleicher Natural Radler DEMETER glutenfrei,Traditionsbrauerei Schleicher,Deutschland,Demeter (Deutschland),"20x0,5l",29.5596,4.37,19
Getränke Alkohol,530863,Schleicher Natural Pils alkoholfrei DEMETER,Traditionsbrauerei Schleicher,Deutschland,Demeter (Deutschland),"20x0,5l",29.5596,4.37,19
Getränke Alkohol,532717,Hygge Punsch Bitter Apfelsin DEMETER,Voelkel,Diverse,Demeter (Deutschland),"6x0,75l",21.2058,3.135,19
Getränke Alkohol,538012,"Acht Grad Weinschorle weiß 5,9%Vol.",Acht Grad Plus,Spanien,100% Biozutaten,"12x0,275l",18.5069,2.736,19
Getränke Alkohol,538013,"Acht Grad Weinschorle rosé 5,9%Vol.",Acht Grad Plus,Spanien,100% Biozutaten,"12x0,275l",18.5069,2.736,19
Getränke Alkohol,538015,Glühwein Heißer Hirsch rot 11% Vol.,Acht Grad Plus,Diverse,100% Biozutaten,"6x0,75l",20.9745,3.1008,19
Getränke Alkohol,538016,Glühwein Heißer Hirsch weiß 10% Vol.,Acht Grad Plus,Diverse,100% Biozutaten,"6x0,75l",20.9745,3.1008,19
Getränke Alkohol,538017,"Lieblingssecco HELGA 7,5 %Vol.",Acht Grad Plus,Europäische Union,100% Biozutaten,"6x0,75l",27.1434,4.0128,19
Getränke Alkohol,538018,"Lieblingssecco HUGO 7,5 %Vol.",Acht Grad Plus,Europäische Union,100% Biozutaten,"6x0,75l",27.1434,4.0128,19
Getränke Alkohol,538021,Hauswein weiß Rivaner Pfalz halbtrocken QbA,Acht Grad Plus,Deutschland,EG-Bio,"6x0,75l",25.8325,3.819,19
Getränke Alkohol,538022,Hauswein rot Dornfelder Pfalz halbtrocken QbA,Acht Grad Plus,Deutschland,EG-Bio,"6x0,75l",25.8325,3.819,19
Getränke Alkohol,538023,Haussecco weiß,Acht Grad Plus,Deutschland,EG-Bio,"6x0,75l",27.1434,4.0128,19
Getränke Alkohol,538025,Glühwein Heißer Hirsch rosé 10% Vol.,Acht Grad Plus,Diverse,100% Biozutaten,"6x0,75l",20.9745,3.1008,19
Getränke Alkohol,538026,Glühwein Heißer Hirsch rot alkoholfrei,Acht Grad Plus,Diverse,100% Biozutaten,"6x0,73l",20.9745,3.1008,19
Getränke Alkohol,538027,Glühwein Heißer Hirsch weiß alkoholfrei,Acht Grad Plus,Diverse,100% Biozutaten,"6x0,73l",20.9745,3.1008,19
Getränke Alkohol,538042,Hygge Glühwein Rode rot 9% Vol.,Voelkel,Diverse,100% Biozutaten,"6x0,7l",21.2058,3.135,19
Getränke Alkohol,538100,La Fête rosé,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",22.748,3.363,19
Getränke Alkohol,538101,Grauer Burgunder trocken DEMETER QW,Harteneck,Baden-Württemberg,Demeter (Deutschland),"6x0,75l",48.5034,7.1706,19
Getränke Alkohol,538102,Gens et Pierres Sud blanc IGP 2024,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",32.0015,4.731,19
Getränke Alkohol,538104,Prosecchino Tramici DOC - Piccolo,Peter Riegel Weinhandel,Italien,EG-Bio,"12x0,2l",36.8595,5.4492,19
Getränke Alkohol,538122,La Fête rouge 2025,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",22.748,3.363,19
Getränke Alkohol,538228,La Croix Simon Bordeaux rouge superieur AOC 2022,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",40.0211,5.9166,19
Getränke Alkohol,538238,Primitivo Gioia del Colle DOC Nera 2021,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",80.9676,11.97,19
Getränke Alkohol,538239,La Croix Simon Bordeaux blanc AOP 2024,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",35.086,5.187,19
Getränke Alkohol,538245,ÀO Tinto Tejo DOC 2024,Peter Riegel Weinhandel,Portugal,EG-Bio,"6x0,75l",29.9966,4.4346,19
Getränke Alkohol,538251,Côtes-du-Rhône Edition Origine AOP rot 2024,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",30.7677,4.5486,19
Getränke Alkohol,538252,La Croix Simon Bordeaux rouge AOC 2024,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",35.3173,5.2212,19
Getränke Alkohol,538262,Chateau Roy d´Espagne Bordeaux DEMETER AOP 2022,Peter Riegel Weinhandel,Frankreich,Demeter (Deutschland),"6x0,75l",43.5683,6.441,19
Getränke Alkohol,538268,Coteaux d' Aix-en-Provence rosé AOP 2025,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",36.6282,5.415,19
Getränke Alkohol,538274,Negroamaro Villa Triforio Puglia IGT 2024,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",31.2304,4.617,19
Getränke Alkohol,538276,Barbera Torre Vercelli DEMETER DOC 2024,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",34.6233,5.1186,19
Getränke Alkohol,538277,Prosecco Tramici DOC,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",33.9293,5.016,19
Getränke Alkohol,538278,Monastrell Cepa 50 Alicante Pinoso DO 2024,Peter Riegel Weinhandel,Spanien,EG-Bio,"6x0,75l",34.3148,5.073,19
Getränke Alkohol,538283,"HUGO der Ehrliche 5,8% Vol.",Peter Riegel Weinhandel,Europäische Union,100% Biozutaten,"6x0,75l",28.917,4.275,19
Getränke Alkohol,538285,Riesling feinherb Weingut Keth Spätlese QW 2024,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",32.7726,4.845,19
Getränke Alkohol,538287,Camino blanco 2025 - Kleinflasche,Peter Riegel Weinhandel,Spanien,EG-Bio,"12x0,25l",18.3527,2.7132,19
Getränke Alkohol,538288,Camino tinto 2024 - Kleinflasche,Peter Riegel Weinhandel,Spanien,EG-Bio,"12x0,25l",18.3527,2.7132,19
Getränke Alkohol,538290,"Marry´s FairTrade Glühwein rot 10,5% Vol.",Peter Riegel Weinhandel,Südafrika,100% Biozutaten,"6x0,75l",23.5192,3.477,19
Getränke Alkohol,538298,"Landpartie Glühwein rot 12,3% Vol.",Peter Riegel Weinhandel,Deutschland,100% Biozutaten,"6x0,75l",18.8924,2.793,19
Getränke Alkohol,538299,"Festtagsglühwein weiß 10,2% Vol.",Peter Riegel Weinhandel,Spanien,100% Biozutaten,"6x1,0l",20.2033,2.9868,19
Getränke Alkohol,538304,Traubensecco alkoholfrei Lilienthal 2024,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",36.9366,5.4606,19
Getränke Alkohol,538324,Riesling Pfalz Kesselring QW 2024,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",35.3944,5.2326,19
Getränke Alkohol,538325,Nero di Troia Duca d'Ascoli IGT 2024 - Holzkiste,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",43.1056,6.3726,19
Getränke Alkohol,538328,Sauvignon Blanc Pfalz Kesselring QW 2024,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",37.3993,5.529,19
Getränke Alkohol,538329,Nero di Troia Mezzogiorno IGT 2022,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",23.5192,3.477,19
Getränke Alkohol,538336,Garnacha rosado Parra DEMETER DO 2025,Peter Riegel Weinhandel,Spanien,Demeter (Deutschland),"6x0,75l",26.6036,3.933,19
Getränke Alkohol,538339,Finca Enguera Blanco Valencia DO 2024,Peter Riegel Weinhandel,Spanien,EG-Bio,"6x0,75l",27.3748,4.047,19
Getränke Alkohol,538346,Rosato frizzante tappo spago La Jara IGT,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",33.8522,5.0046,19
Getränke Alkohol,538347,Grauburgunder Pfalz Kesselring QW 2024,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",37.3993,5.529,19
Getränke Alkohol,538368,Landpartie Rheinhessen Landwein rosé 2024,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",25.0614,3.705,19
Getränke Alkohol,538390,Landpartie Rheinhessen Landwein weiß 2024,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",25.0614,3.705,19
Getränke Alkohol,538391,Landpartie Rheinhessen Landwein rot 2024,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",25.0614,3.705,19
Getränke Alkohol,538394,Fruit et Sekt Aperitif mit roten Beeren 7%Vol.,Peter Riegel Weinhandel,Europäische Union,100% Biozutaten,"6x0,75l",34.3148,5.073,19
Getränke Alkohol,538484,Frizzante Jarasole rosé IGT - Bügelverschluss,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",31.5388,4.6626,19
Getränke Alkohol,538512,Grauer Burgunder Gutswein Knobloch QW 2024,Peter Riegel Weinhandel,Deutschland,Ecovin             ,"6x0,75l",38.4789,5.6886,19
Getränke Alkohol,538695,Amaro delle Alpi Kräuterlikör BIOLAND 28%Vol.,Dschinn,Diverse,Bioland,"0,5l",13.8673,2.0501,19
Getränke Alkohol,538696,Eierlikör Kikeriki mit Kirschwasser 16%Vol.,Dschinn,Diverse,Bio-Suisse,"0,35l",19.6507,2.9051,19
Getränke Alkohol,538697,Eierlikör Humbel 16%Vol.,Dschinn,Diverse,Bio-Suisse,"0,35l",12.5821,1.8601,19
Getränke Alkohol,538698,Holler Holunderblütenlikör 17%Vol.,Dschinn,Diverse,100% Biozutaten,"0,5l",11.5025,1.7005,19
Getränke Alkohol,538699,Aperitivo Venetiano naturale 15%Vol.,Dschinn,Diverse,100% Biozutaten,"0,7l",13.2247,1.9551,19
Getränke Alkohol,538729,Wodka Wodotschka 40%Vol.,Dschinn,Schweiz,EG-Bio,"0,7l",15.5509,2.299,19
Getränke Alkohol,538731,Portwein Grahams Natura Reserve,Peter Riegel Weinhandel,Portugal,EG-Bio,"0,75l",19.2137,2.8405,19
Getränke Alkohol,538735,Clouds Gin 42%Vol.,Dschinn,Diverse,100% Biozutaten,"0,7l",44.8535,6.631,19
Getränke Alkohol,538738,Chardonnay Osteria DEMETER IGT 2025 - BagInBox,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"3,0l",14.6384,2.1641,19
Getränke Alkohol,538742,Novello Veneto Pizzolato ohne SO2 IGT 2025,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",35.3944,5.2326,19
Getränke Alkohol,538763,Retsina Papakonstantinou DEMETER,Epikouros,Griechenland,Demeter (Deutschland),"6x0,75l",35.086,5.187,19
Getränke Alkohol,538922,Appleritif alkoholfrei Salz-Pomeranze&Wacholder,Clostermann,Deutschland,100% Biozutaten,"6x0,75l",44.6478,6.6006,19
Getränke Alkohol,538946,Cuvée La Tuni weiß BIOLAND QW 2022,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",42.7972,6.327,19
Getränke Alkohol,538957,Urschrei rot Rheinhessen Lorenz QW 2021,Weingut Lorenz,Deutschland,Ecovin             ,"24x0,25l",69.4008,10.26,19
Getränke Alkohol,538958,Appleritif alkoholfrei Apfel-Rose & Aronia,Clostermann,Deutschland,100% Biozutaten,"6x0,75l",44.6478,6.6006,19
Getränke Alkohol,538959,Sekt Pinot rosè brut BIOLAND,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",79.0398,11.685,19
Getränke Alkohol,538960,MoGin Organic London Dry Gin 45%Vol.,Dwersteg,Diverse,100% Biozutaten,"0,5l",26.6679,3.9425,19
Getränke Alkohol,538962,Rosé Rheinhessen Lorenz QW 2023,Weingut Lorenz,Deutschland,Ecovin             ,"6x0,75l",40.4838,5.985,19
Getränke Alkohol,538967,Pinot blanc BIOLAND QW 2022,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",59.7618,8.835,19
Getränke Alkohol,538968,Kopfstand weiß Rheinhessen Lorenz QW 2020,Weingut Lorenz,Deutschland,Ecovin             ,"24x0,25l",69.4008,10.26,19
Getränke Alkohol,538969,Apfel-Tischperlwein Rose 9%Vol. - Piccolo,Clostermann,Deutschland,100% Biozutaten,"12x0,2l",35.3173,5.2212,19
Getränke Alkohol,538970,Appleritif alkoholfrei Apfel-Rose - Piccolo,Clostermann,Deutschland,100% Biozutaten,"12x0,2l",33.1582,4.902,19
Getränke Alkohol,538971,Spumante Pinot Grigio rosé La Jara,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",63.1547,9.3366,19
Getränke Alkohol,538989,TraubenSecco alkoholfrei BIOLAND,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",49.7372,7.353,19
Getränke Alkohol,538992,Appleritif alkoholfrei Apfel-Ingwer&Bergamotte,Clostermann,Deutschland,100% Biozutaten,"6x0,75l",44.6478,6.6006,19
Getränke Alkohol,538993,Riesling BIOLAND QW 2022,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",59.7618,8.835,19
Getränke Alkohol,538996,Pinot noir halbtrocken BIOLAND QW 2020,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",54.7495,8.094,19
Getränke Alkohol,538999,Pinot blanc feinherb BIOLAND QW 2023,Weingut Landmann,Baden-Württemberg,Bioland,"6x0,75l",55.058,8.1396,19
Getränke Alkohol,539013,Capellana Macabeo blanco,San Vicario,Spanien,100% Biozutaten,"6x0,75l",31.5388,4.6626,19
Getränke Alkohol,539014,Capellana Tempranillo rosado,San Vicario,Spanien,100% Biozutaten,"6x0,75l",31.5388,4.6626,19
Getränke Alkohol,539015,Capellana Tempranillo tinto,San Vicario,Spanien,100% Biozutaten,"6x0,75l",31.5388,4.6626,19
Getränke Alkohol,539016,Il Pioppo Catarratto DOC Sizilien,San Vicario,Italien,100% Biozutaten,"6x0,75l",43.1056,6.3726,19
Getränke Alkohol,539017,Il Pioppo Grillo DOC Sizilien,San Vicario,Italien,100% Biozutaten,"6x0,75l",43.1056,6.3726,19
Getränke Alkohol,539018,Il Pioppo Nero d’Avola DOC Sizilien,San Vicario,Italien,100% Biozutaten,"6x0,75l",43.1056,6.3726,19
Getränke Alkohol,539037,Dwersteg Alter Weinbrand Aged Brandy 38%Vol.,Dwersteg,Diverse,100% Biozutaten,"0,5l",22.7352,3.3611,19
Getränke Alkohol,539038,Dwersteg Amaretto-Mandel Liqueur 20%Vol,Dwersteg,Diverse,100% Biozutaten,"0,5l",18.3655,2.7151,19
Getränke Alkohol,539039,Dwersteg Amaro-Kräuter Liqueur 30%Vol,Dwersteg,Diverse,100% Biozutaten,"0,5l",18.494,2.7341,19
Getränke Alkohol,539051,Dwersteg Café-Crème 20%Vol,Dwersteg,Diverse,100% Biozutaten,"0,5l",18.3655,2.7151,19
Getränke Alkohol,539052,Dwersteg Cassis-Liqueur 20%Vol.,Dwersteg,Diverse,100% Biozutaten,"0,5l",14.3814,2.1261,19
Getränke Alkohol,539053,Dwersteg Eier-Liqueur 20%Vol. NATURLAND,Dwersteg,Diverse,Naturland          ,"0,5l",18.3655,2.7151,19
Getränke Alkohol,539054,Dwersteg Limoncello-Liqueur 33%Vol,Dwersteg,Diverse,100% Biozutaten,"0,5l",18.7511,2.7721,19
Getränke Alkohol,539081,Dwersteg Coer d´Orange Orangen-Liqueur 40%Vol.,Dwersteg,Diverse,100% Biozutaten,"0,5l",20.4218,3.0191,19
Getränke Alkohol,539083,Dwersteg Schoko-Crème 20%Vol,Dwersteg,Diverse,100% Biozutaten,"0,5l",18.3655,2.7151,19
Getränke Alkohol,539150,Trio Traditionscuvée Sander weiß QbA trocken 2025,Weingut Sander,Deutschland,Naturland          ,"6x0,75l",33.8522,5.0046,19
Getränke Alkohol,539151,Riesling Sander trocken QbA 2025,Weingut Sander,Deutschland,Naturland          ,"6x0,75l",37.7078,5.5746,19
Getränke Alkohol,539152,Sauvignon Blanc Sander trocken QbA 2025,Weingut Sander,Deutschland,Naturland          ,"6x0,75l",42.3345,6.2586,19
Getränke Alkohol,539153,Chardonnay Sander trocken QbA 2024,Weingut Sander,Deutschland,Naturland          ,"6x0,75l",42.3345,6.2586,19
Getränke Alkohol,539154,Merlot Sander trocken QbA 2023,Weingut Sander,Deutschland,Naturland          ,"6x0,75l",53.1302,7.8546,19
Getränke Alkohol,539157,Weißburgunder Sander trocken QbA 2025,Weingut Sander,Deutschland,Naturland          ,"6x0,75l",37.7078,5.5746,19
Getränke Alkohol,539158,Sander Rosé Nuancé QbA trocken 2025,Weingut Sander,Deutschland,Naturland          ,"6x0,75l",34.6233,5.1186,19
Getränke Alkohol,539159,Blanc de Noir trocken QbA 2025,Weingut Sander,Deutschland,Naturland          ,"6x0,75l",37.7078,5.5746,19
Getränke Alkohol,539201,Chardonnay BISTROTHÉQUE IGP 2024,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",26.2181,3.876,19
Getränke Alkohol,539202,Merlot BISTROTHÉQUE IGP 2022,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",26.2181,3.876,19
Getränke Alkohol,539206,"Landpartie Glühwein weiß 9,8% Vol.",Peter Riegel Weinhandel,Deutschland,100% Biozutaten,"6x0,75l",18.8924,2.793,19
Getränke Alkohol,539208,Landpartie Premium Glüher rot alkoholfrei,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,735l",20.4347,3.021,19
Getränke Alkohol,539209,Vinnocence alkoholfrei Glüher,Peter Riegel Weinhandel,Deutschland,EG-Bio,"6x0,75l",22.748,3.363,19
Getränke Alkohol,539211,Birnauer Spätburgunder rosé QW 2024,Peter Riegel Weinhandel,Regional,EG-Bio,"6x0,75l",50.1228,7.41,19
Getränke Alkohol,539230,Châteauneuf du Pape André AOC 2020,Peter Riegel Weinhandel,Frankreich,EG-Bio,"0,75l",42.3473,6.2605,19
Getränke Alkohol,539231,Camino rosado 2025 - Kleinflasche,Peter Riegel Weinhandel,Spanien,EG-Bio,"12x0,25l",18.3527,2.7132,19
Getränke Alkohol,539235,Nero d`Avola Antura Maggio DOP 2022,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",38.4789,5.6886,19
Getränke Alkohol,539239,"Feuerzangenbowle mit Alkohol 10,9% Vol.",Peter Riegel Weinhandel,Spanien,100% Biozutaten,"6x0,75l",18.5069,2.736,19
Getränke Alkohol,539253,Chardonnay Osteria DEMETER IGT 2024,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",24.753,3.6594,19
Getränke Alkohol,539260,"HUGO der ehrliche 5,8% Vol. - Picccolo",Peter Riegel Weinhandel,Europäische Union,100% Biozutaten,"12x0,25l",24.9843,3.6936,19
Getränke Alkohol,539266,Primitivo Ruminat Lunaria DEMETER IGT 2024,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",45.1105,6.669,19
Getränke Alkohol,539267,Chianti San Michele DOCG' 2022,Peter Riegel Weinhandel,Italien,100% Biozutaten,"6x0,75l",45.419,6.7146,19
Getränke Alkohol,539268,Bucefalo rosso uve appassite Lunaria DEMETER,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",50.0457,7.3986,19
Getränke Alkohol,539269,Pecorino Civitas Terre di Chieti Lunaria IGT 2025,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",37.7849,5.586,19
Getränke Alkohol,539270,Pinot Grigio Terre di Ch. Lunaria DEMETER IGT 2025,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",42.026,6.213,19
Getränke Alkohol,539271,Montepulc. Coste di Moro Lunaria DEMETER DOC 2020,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",42.026,6.213,19
Getränke Alkohol,539272,Cerasuolo d'Abruz. rosato Lunaria DEMETER DOP 2025,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",42.026,6.213,19
Getränke Alkohol,539278,Malvasia Terre di Chieti Lunaria DEMETER IGT 2024,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",37.7849,5.586,19
Getränke Alkohol,539279,Trebbiano Charisma Lunaria DEMETER DOC 2023,Peter Riegel Weinhandel,Italien,Demeter (Deutschland),"6x0,75l",37.7078,5.5746,19
Getränke Alkohol,539282,Flor Natural blanco VdT 2024,Peter Riegel Weinhandel,Spanien,EG-Bio,"6x0,75l",17.7358,2.622,19
Getränke Alkohol,539283,Flor Natural rosado VdT 2023,Peter Riegel Weinhandel,Spanien,EG-Bio,"6x0,75l",17.7358,2.622,19
Getränke Alkohol,539284,Flor Natural tinto VdT,Peter Riegel Weinhandel,Spanien,EG-Bio,"6x0,75l",17.7358,2.622,19
Getränke Alkohol,539304,Chardonnay Gens et Pierres 2024,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",38.4789,5.6886,19
Getränke Alkohol,539307,Lambrusco di Modena Fratello Sole DOC,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",33.5437,4.959,19
Getränke Alkohol,539310,Château de Caraguilhes rouge Corbières AOP 2023,Peter Riegel Weinhandel,Frankreich,EG-Bio,"6x0,75l",57.7569,8.5386,19
Getränke Alkohol,539318,Bardolino Chiaretto Corte del Pozzo Rosé 2025 DOC,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",33.8522,5.0046,19
Getränke Alkohol,539319,Fiori Naturali Bianco 2024,Peter Riegel Weinhandel,Italien,EG-Bio,"6x0,75l",17.89,2.6448,19
